,age,workclass,education-level,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income-category
43,0.16972543976116622,4,-2.7905719847543993,2,7,0,3,1,-0.14899242505607924,3.8231298906632616,-0.03500951691337542,26,0
44,0.46487445247513276,2,-0.41150012870188374,4,1,1,2,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
45,0.16972543976116622,4,-0.41150012870188374,2,4,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
46,-0.051636319774308694,4,-0.41150012870188374,4,1,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
47,2.457130288294407,4,0.38152382331562146,5,7,4,4,0,0.82547154727578,-0.2119233470577609,-1.2811954535546504,37,0
48,-1.0846578642731917,4,1.1745477753331266,4,1,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
49,-0.9370833579162083,4,-0.41150012870188374,4,13,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
50,0.7600234651890994,4,-0.41150012870188374,2,2,0,4,1,0.5776159184363513,-0.2119233470577609,1.626571731941658,37,0
51,0.3172999461181495,4,-0.41150012870188374,4,11,1,2,0,-0.14899242505607924,-0.2119233470577609,0.29730673285763126,37,0
52,0.39108719929664115,6,1.1745477753331266,0,3,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
53,-0.051636319774308694,2,1.967571727350632,2,9,0,2,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
54,-0.2729980793097836,4,1.1745477753331266,2,11,0,4,1,-0.14899242505607924,-0.2119233470577609,0.3803857953003829,37,1
55,-0.2729980793097836,4,0.7780357993243741,2,12,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
56,-0.9370833579162083,4,-1.2045240807193889,4,7,3,2,1,0.003924351800995198,-0.2119233470577609,-0.6996420164553888,37,0
57,-0.5681470920237501,4,-0.014988152693131135,2,11,0,1,1,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,34,0
58,-0.7895088515592251,7,-0.014988152693131135,4,1,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.20116764179887875,37,0
59,2.1619812755804406,0,-0.41150012870188374,2,0,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.45040482912713375,37,0
60,-1.1584451174516832,4,-0.41150012870188374,4,2,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
61,1.0551724779030658,4,-0.014988152693131135,2,12,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
62,0.3172999461181495,4,-0.41150012870188374,0,6,1,2,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
63,-0.6419343452022418,7,-0.41150012870188374,5,1,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
64,-0.4943598388452585,2,1.1745477753331266,4,9,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.45040482912713375,37,0
65,-0.7895088515592251,4,-0.41150012870188374,2,2,0,4,1,0.345414329313097,-0.2119233470577609,-0.03500951691337542,37,0
66,-0.2729980793097836,4,1.1745477753331266,0,11,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
67,0.022150933404182945,4,-0.41150012870188374,0,6,4,4,1,-0.14899242505607924,4.1987808253972645,-0.03500951691337542,37,0
68,-1.232232370630175,4,-0.41150012870188374,4,11,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.8658001413408921,37,0
69,0.022150933404182945,4,-0.014988152693131135,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,1.2111764197278996,37,1
70,-1.1584451174516832,4,1.1745477753331266,4,9,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
71,-1.232232370630175,4,-0.014988152693131135,4,1,3,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
72,-0.6419343452022418,4,-0.41150012870188374,4,3,1,4,1,-0.14899242505607924,-0.2119233470577609,1.626571731941658,37,0
73,-0.2729980793097836,4,-0.014988152693131135,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,1.626571731941658,37,0
74,-1.4535941301656499,2,-0.41150012870188374,4,2,2,2,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
75,2.457130288294407,0,-1.2045240807193889,2,0,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
76,-0.42057258566676686,4,1.5710597513418794,2,9,0,4,1,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,0
77,-0.6419343452022418,2,-0.41150012870188374,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
78,1.4978959969740158,4,-0.41150012870188374,2,13,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
79,0.24351269293965785,2,1.1745477753331266,2,9,5,4,0,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,1
80,0.612448958832116,6,-0.41150012870188374,2,4,0,4,1,0.26105644862037913,-0.2119233470577609,2.0419670441554163,37,0
81,-1.232232370630175,4,-1.6010360567281416,4,7,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,25,0
82,0.3172999461181495,7,-0.41150012870188374,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
83,0.7600234651890994,4,1.5710597513418794,2,11,0,4,1,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,1
84,-0.9370833579162083,4,-0.41150012870188374,0,2,4,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
85,-0.42057258566676686,6,-0.41150012870188374,4,7,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.45040482912713375,37,0
86,-1.1584451174516832,4,0.38152382331562146,4,9,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.3673257666843821,37,0
87,-0.34678533248827526,4,-0.014988152693131135,5,6,1,3,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
88,-0.4943598388452585,4,-0.014988152693131135,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.3673257666843821,37,0
89,0.39108719929664115,6,-1.2045240807193889,2,4,0,4,1,-0.14899242505607924,-0.2119233470577609,3.952785480338705,37,0
90,-1.3060196238086665,0,-0.014988152693131135,4,0,3,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
91,-0.34678533248827526,4,-0.014988152693131135,2,3,0,4,1,-0.14899242505607924,-0.2119233470577609,0.3803857953003829,37,0
92,-0.2729980793097836,4,-0.41150012870188374,4,6,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
93,-0.4943598388452585,4,-0.014988152693131135,0,11,4,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
94,-0.9370833579162083,4,-0.41150012870188374,4,11,1,3,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
95,1.1289597310815576,2,-0.014988152693131135,6,1,4,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,25,0
96,0.5386617056536244,4,-0.014988152693131135,4,6,1,4,0,-0.14899242505607924,-0.2119233470577609,0.3803857953003829,37,0
97,-1.4535941301656499,4,-0.41150012870188374,4,7,3,2,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
98,-0.42057258566676686,4,-0.41150012870188374,0,1,4,2,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
99,-0.4943598388452585,4,1.1745477753331266,2,3,5,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
100,-1.1584451174516832,4,-1.6010360567281416,4,2,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
101,-0.19921082613129196,4,-0.014988152693131135,2,3,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
102,-0.7895088515592251,4,0.38152382331562146,2,11,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
103,0.022150933404182945,6,0.7780357993243741,2,1,5,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
104,0.16972543976116622,4,1.5710597513418794,2,9,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.20116764179887875,37,1
105,0.9813852247245742,6,-0.41150012870188374,0,2,1,2,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
106,-1.379806876987158,4,-0.41150012870188374,4,11,3,1,0,-0.14899242505607924,-0.2119233470577609,-1.3642745159974021,29,0
107,0.24351269293965785,0,-0.41150012870188374,0,0,4,2,0,-0.14899242505607924,-0.2119233470577609,-0.6996420164553888,37,0
108,0.9075979715460826,4,-0.41150012870188374,2,12,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
109,2.5309175414728986,0,-1.2045240807193889,2,0,0,4,1,-0.14899242505607924,-0.2119233470577609,-3.108934827295187,37,0
110,-0.6419343452022418,4,-0.41150012870188374,2,11,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
111,-0.5681470920237501,5,-0.41150012870188374,2,3,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
112,1.7930450096879822,4,-0.41150012870188374,2,6,0,2,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
113,-0.19921082613129196,2,1.1745477753331266,0,9,4,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
114,-1.5273813833441414,4,-1.2045240807193889,4,5,3,4,1,-0.0628952066171198,-0.2119233470577609,-0.8658001413408921,37,0
115,-1.5273813833441414,4,-0.8080121047106363,4,7,3,2,1,-0.14899242505607924,-0.2119233470577609,-1.6965907657684087,37,0
116,0.39108719929664115,4,1.1745477753331266,2,3,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
117,2.014406769223457,4,-0.41150012870188374,6,11,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
118,0.09593818658267458,1,-0.41150012870188374,2,1,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
119,1.0551724779030658,4,-0.41150012870188374,5,13,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.8658001413408921,37,0
120,1.645470503330999,4,-0.41150012870188374,0,1,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,2,0
121,-1.232232370630175,0,-0.014988152693131135,4,0,1,4,0,-0.14899242505607924,-0.2119233470577609,-1.0319582662263955,37,0
122,2.014406769223457,4,-2.394060008745647,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
123,-1.0108706110947,2,-0.41150012870188374,0,12,4,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
124,-1.5273813833441414,0,-0.014988152693131135,4,0,3,4,0,-0.14899242505607924,-0.2119233470577609,-1.6965907657684087,37,0
125,-0.7157215983807335,7,-0.014988152693131135,0,1,4,2,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
126,0.022150933404182945,4,-0.41150012870188374,2,1,5,2,0,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,0
127,0.833810718367591,6,-0.41150012870188374,2,11,0,2,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
128,-0.7895088515592251,4,-0.41150012870188374,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
129,0.833810718367591,1,1.1745477753331266,0,3,1,4,1,-0.14899242505607924,-0.2119233470577609,1.2111764197278996,37,1
130,1.4978959969740158,6,-0.014988152693131135,2,4,0,4,1,-0.14899242505607924,3.8231298906632616,1.626571731941658,37,0
131,0.46487445247513276,6,1.1745477753331266,2,4,0,4,1,-0.14899242505607924,-0.2119233470577609,3.038915793468436,37,0
132,1.2027469842600491,4,-0.41150012870188374,2,2,0,4,1,0.48673552119522745,-0.2119233470577609,-0.03500951691337542,37,1
133,-1.379806876987158,4,-0.41150012870188374,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
134,-1.0108706110947,4,1.1745477753331266,2,3,5,4,0,-0.14899242505607924,-0.2119233470577609,-0.8658001413408921,37,1
135,-0.5681470920237501,4,-0.014988152693131135,2,2,0,4,1,-0.14899242505607924,3.8231298906632616,-0.03500951691337542,37,0
136,-0.5681470920237501,4,-0.41150012870188374,0,2,4,4,1,-0.14899242505607924,-0.2119233470577609,1.2111764197278996,37,0
137,-1.379806876987158,0,-0.41150012870188374,4,0,3,4,1,-0.14899242505607924,-0.2119233470577609,-0.6996420164553888,37,0
138,1.0551724779030658,4,-0.41150012870188374,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
139,0.24351269293965785,6,0.38152382331562146,2,9,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
140,-0.19921082613129196,4,-0.41150012870188374,0,13,1,4,1,1.0995621871210197,-0.2119233470577609,0.3803857953003829,37,1
141,-0.7895088515592251,7,-0.014988152693131135,5,3,3,4,1,-0.14899242505607924,5.765270777723412,-0.03500951691337542,37,0
142,1.2765342374385409,4,1.1745477753331266,4,9,1,4,0,0.2723621439709496,-0.2119233470577609,0.9619392323996446,5,0
143,0.022150933404182945,5,1.1745477753331266,2,3,0,4,1,-0.14899242505607924,-0.2119233470577609,1.626571731941658,37,1
144,1.3503214906170324,6,-0.014988152693131135,2,13,0,4,1,-0.14899242505607924,-0.2119233470577609,0.3803857953003829,37,1
145,-0.12542357295280032,4,-0.014988152693131135,0,1,4,4,0,3.508834855290016,-0.2119233470577609,-1.2811954535546504,37,1
146,-1.1584451174516832,4,-0.014988152693131135,2,7,0,2,1,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,0
147,-0.5681470920237501,4,0.38152382331562146,2,6,0,0,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
148,-0.6419343452022418,4,-0.41150012870188374,2,5,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
149,0.09593818658267458,4,1.5710597513418794,2,3,0,4,1,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,1
150,-0.7895088515592251,4,-1.9975480327368942,4,6,4,3,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,25,0
151,-0.19921082613129196,4,-0.014988152693131135,0,2,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
152,0.39108719929664115,6,-1.6010360567281416,4,2,3,4,1,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,0
153,-0.4943598388452585,4,0.7780357993243741,0,1,4,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
154,-1.0108706110947,4,1.1745477753331266,4,3,1,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
155,1.4978959969740158,4,-1.9975480327368942,4,7,1,2,1,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,0
156,0.7600234651890994,5,-0.014988152693131135,2,4,0,4,1,-0.14899242505607924,-0.2119233470577609,1.626571731941658,37,0
157,-1.1584451174516832,4,1.1745477753331266,4,6,3,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
158,-1.1584451174516832,4,-0.41150012870188374,2,6,5,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
159,-1.0846578642731917,4,1.5710597513418794,2,9,5,4,0,-0.14899242505607924,-0.2119233470577609,-0.45040482912713375,37,1
160,-0.4943598388452585,4,-0.41150012870188374,2,2,0,3,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
161,-0.12542357295280032,4,1.1745477753331266,2,3,0,4,1,-0.14899242505607924,-0.2119233470577609,1.626571731941658,37,1
162,0.6862362120106077,4,1.1745477753331266,0,1,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
163,1.1289597310815576,4,-0.41150012870188374,2,2,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
164,1.0551724779030658,2,1.5710597513418794,2,3,0,4,1,-0.14899242505607924,-0.2119233470577609,0.21422767041487958,37,1
165,-1.232232370630175,8,-0.41150012870188374,4,5,3,4,1,0.49108386556083145,-0.2119233470577609,-0.03500951691337542,37,0
166,-1.4535941301656499,4,-0.014988152693131135,4,11,3,1,1,-0.14899242505607924,-0.2119233470577609,-0.45040482912713375,24,0
167,-0.19921082613129196,4,-0.41150012870188374,5,7,4,2,0,-0.14899242505607924,-0.2119233470577609,-1.0319582662263955,37,0
168,-1.1584451174516832,4,-0.014988152693131135,4,12,1,4,1,-0.14899242505607924,-0.2119233470577609,0.6296229826286379,37,0
169,-1.0846578642731917,4,-0.014988152693131135,2,9,5,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
170,0.9813852247245742,4,-0.014988152693131135,2,11,0,4,1,-0.14899242505607924,-0.2119233470577609,2.0419670441554163,37,0
171,-0.34678533248827526,6,1.967571727350632,2,9,0,4,1,-0.14899242505607924,-0.2119233470577609,1.2111764197278996,37,1
172,1.9406195160449655,4,-0.41150012870188374,6,1,1,4,0,-0.14899242505607924,-0.2119233470577609,-1.6965907657684087,37,0
173,-1.5273813833441414,4,-0.41150012870188374,4,11,3,4,1,-0.14899242505607924,-0.2119233470577609,-1.6965907657684087,37,0
174,0.7600234651890994,6,-0.41150012870188374,0,7,4,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
175,-0.42057258566676686,4,1.1745477753331266,2,1,0,4,1,-0.14899242505607924,-0.2119233470577609,1.626571731941658,19,1
176,-0.4943598388452585,4,0.7780357993243741,4,9,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,0,0
177,-1.379806876987158,4,-0.014988152693131135,4,11,3,4,1,-0.14899242505607924,-0.2119233470577609,-1.6965907657684087,37,0
178,-0.5681470920237501,2,0.7780357993243741,4,1,3,0,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
179,-1.4535941301656499,0,-0.41150012870188374,4,0,3,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
180,1.2765342374385409,5,1.967571727350632,2,9,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.6996420164553888,37,1
181,-1.1584451174516832,4,-0.014988152693131135,4,7,3,2,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
182,-0.5681470920237501,4,1.1745477753331266,4,12,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
183,-0.7157215983807335,0,-0.41150012870188374,4,0,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
184,-0.34678533248827526,2,0.38152382331562146,0,10,3,1,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
185,-1.6011686365226332,0,-1.2045240807193889,4,0,3,4,1,-0.14899242505607924,-0.2119233470577609,-1.862748890653912,37,0
186,-0.051636319774308694,4,0.7780357993243741,0,2,4,4,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
187,0.022150933404182945,4,-0.014988152693131135,2,13,0,4,1,-0.14899242505607924,-0.2119233470577609,0.21422767041487958,37,0
188,-0.8632961047377167,4,1.1745477753331266,2,3,0,4,1,-0.14899242505607924,3.5829177283163482,1.626571731941658,37,1
189,0.16972543976116622,6,-0.41150012870188374,2,7,0,4,1,-0.14899242505607924,-0.2119233470577609,1.626571731941658,37,0
190,-1.5273813833441414,4,-0.41150012870188374,4,2,3,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
191,-1.3060196238086665,4,-0.014988152693131135,4,1,3,1,0,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
192,1.1289597310815576,0,-0.014988152693131135,0,0,3,4,1,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,0
193,-0.7157215983807335,4,-0.41150012870188374,0,6,4,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
194,-0.4943598388452585,4,-1.6010360567281416,2,5,0,0,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
195,-0.4943598388452585,4,-0.41150012870188374,2,2,0,4,1,0.39904390982221316,-0.2119233470577609,-0.03500951691337542,37,0
196,0.16972543976116622,4,-0.41150012870188374,2,1,0,2,1,-0.14899242505607924,-0.2119233470577609,0.3803857953003829,37,0
197,0.5386617056536244,6,1.967571727350632,2,3,0,4,1,2.02865843323841,-0.2119233470577609,1.2111764197278996,37,1
198,0.612448958832116,4,-0.41150012870188374,2,11,0,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,1
199,0.5386617056536244,4,-0.41150012870188374,4,7,4,4,0,-0.14899242505607924,-0.2119233470577609,-1.3642745159974021,37,0
200,-0.19921082613129196,4,-2.7905719847543993,2,6,0,4,1,0.9088148142831902,-0.2119233470577609,-0.03500951691337542,25,1
201,-0.9370833579162083,4,-1.9975480327368942,4,7,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.45040482912713375,37,0
202,0.24351269293965785,6,0.38152382331562146,2,3,0,4,1,-0.14899242505607924,-0.2119233470577609,0.7957811075141412,37,0
203,-0.6419343452022418,4,-0.014988152693131135,0,13,1,4,1,-0.14899242505607924,-0.2119233470577609,-0.8658001413408921,37,0
204,1.3503214906170324,4,1.1745477753331266,2,9,0,4,1,0.3007713271595625,-0.2119233470577609,0.7957811075141412,37,1
205,0.3172999461181495,4,-0.014988152693131135,0,12,3,4,0,-0.14899242505607924,3.920236935016269,2.623520481254678,37,0
206,-0.6419343452022418,4,1.967571727350632,2,9,0,2,1,-0.14899242505607924,4.234557104895741,-0.03500951691337542,14,0
207,-1.0846578642731917,4,-2.394060008745647,5,6,3,4,1,-0.14899242505607924,-0.2119233470577609,-0.03500951691337542,37,0
